date,symbol,timezone,open,high,low,close,volume,daily_change,intraday_return_pct,daily_return_pct,cumulative_return_pct,intraday_volatility_abs,volatility_ratio,intraday_volatility_pct,volume_change_pct,moving_avg_7d,moving_avg_30d
2011-05-20,VTI,US/Eastern,69.09,69.86,68.27,69.14,7761100,0.05,0.07,-0.33,-40.6,1.59,0.02,2.3,-14.97,69.31,66.44
2011-05-27,VTI,US/Eastern,68.25,69.37,67.89,69.2,5602700,0.95,1.39,0.09,-40.55,1.48,0.02,2.17,-27.81,69.36,66.72
2011-06-03,VTI,US/Eastern,69.88,69.95,67.36,67.53,7232900,-2.35,-3.36,-2.41,-41.98,2.59,0.04,3.71,29.1,69.24,66.87
2011-06-10,VTI,US/Eastern,67.36,67.5,65.73,65.89,7536400,-1.47,-2.18,-2.43,-43.39,1.77,0.03,2.63,4.2,68.75,67.01
2011-06-17,VTI,US/Eastern,66.01,67.02,65.18,65.92,16606700,-0.09,-0.14,0.05,-43.37,1.84,0.03,2.79,120.35,68.07,67.15
2011-06-24,VTI,US/Eastern,65.72,67.46,65.6,65.72,12198200,0.0,0.0,-0.3,-43.54,1.86,0.03,2.83,-26.55,67.54,67.29
2011-07-01,VTI,US/Eastern,65.75,69.47,65.61,69.38,9955000,3.63,5.52,5.57,-40.4,3.86,0.06,5.87,-18.39,67.54,67.49
2011-07-08,VTI,US/Eastern,69.35,70.42,69.03,69.76,7170000,0.41,0.59,0.55,-40.07,1.39,0.02,2.0,-27.98,67.63,67.68
2011-07-15,VTI,US/Eastern,68.88,69.14,67.72,68.28,12522800,-0.6,-0.87,-2.12,-41.34,1.42,0.02,2.06,74.66,67.5,67.8
2011-07-22,VTI,US/Eastern,67.97,69.78,67.14,69.71,11288400,1.74,2.56,2.09,-40.11,2.64,0.04,3.88,-9.86,67.81,67.97
2011-07-29,VTI,US/Eastern,69.0,69.63,66.22,66.85,14638100,-2.15,-3.12,-4.1,-42.57,3.41,0.05,4.94,29.67,67.95,68.03
2011-08-05,VTI,US/Eastern,67.66,67.76,60.0,61.62,29987500,-6.04,-8.93,-7.82,-47.06,7.76,0.13,11.47,104.86,67.33,67.9
2011-08-12,VTI,US/Eastern,59.87,61.21,56.42,60.7,35854800,0.83,1.39,-1.49,-47.85,4.79,0.08,8.0,19.57,66.61,67.7
2011-08-19,VTI,US/Eastern,61.22,62.25,57.57,57.65,18175200,-3.57,-5.83,-5.02,-50.47,4.68,0.08,7.64,-49.31,64.94,67.42
2011-08-26,VTI,US/Eastern,58.96,61.16,57.5,60.47,15235800,1.51,2.56,4.89,-48.05,3.66,0.06,6.21,-16.17,63.61,67.24
2011-09-02,VTI,US/Eastern,61.27,63.51,60.18,60.37,14603500,-0.9,-1.47,-0.17,-48.14,3.33,0.06,5.43,-4.15,62.48,67.0
2011-09-09,VTI,US/Eastern,58.53,62.1,58.51,59.45,9068900,0.92,1.57,-1.52,-48.93,3.59,0.06,6.13,-37.9,61.02,66.69
2011-09-16,VTI,US/Eastern,58.94,62.96,58.51,62.7,12405300,3.76,6.38,5.47,-46.13,4.45,0.07,7.55,36.79,60.42,66.46
2011-09-23,VTI,US/Eastern,61.64,62.86,57.13,58.0,22886500,-3.64,-5.91,-7.5,-50.17,5.73,0.1,9.3,84.49,59.91,66.12
2011-09-30,VTI,US/Eastern,58.63,61.18,57.65,57.72,13421900,-0.91,-1.55,-0.48,-50.41,3.53,0.06,6.02,-41.35,59.48,65.76
2011-10-07,VTI,US/Eastern,57.38,59.87,54.58,58.97,22293900,1.59,2.77,2.17,-49.34,5.29,0.09,9.22,66.1,59.67,65.47
2011-10-14,VTI,US/Eastern,60.0,62.67,59.99,62.67,10984800,2.67,4.45,6.27,-46.16,2.68,0.04,4.47,-50.73,59.98,65.35
2011-10-21,VTI,US/Eastern,62.38,63.38,60.8,63.26,12076100,0.88,1.41,0.94,-45.65,2.58,0.04,4.14,9.93,60.4,65.2
2011-10-28,VTI,US/Eastern,63.44,66.35,62.5,65.95,13174400,2.51,3.96,4.25,-43.34,3.85,0.06,6.07,9.09,61.32,65.1
2011-11-04,VTI,US/Eastern,65.15,65.25,62.16,64.49,10366700,-0.66,-1.01,-2.21,-44.6,3.09,0.05,4.74,-21.31,61.58,64.95
2011-11-11,VTI,US/Eastern,64.44,65.66,63.0,64.92,7847600,0.48,0.74,0.67,-44.23,2.66,0.04,4.13,-24.3,62.57,64.84
2011-11-18,VTI,US/Eastern,64.69,64.97,62.16,62.46,9544100,-2.23,-3.45,-3.79,-46.34,2.81,0.04,4.34,21.62,63.25,64.61
2011-11-25,VTI,US/Eastern,61.53,61.59,59.45,59.46,6747900,-2.07,-3.36,-4.8,-48.92,2.14,0.04,3.48,-29.3,63.32,64.23
2011-12-02,VTI,US/Eastern,61.09,64.87,60.77,64.01,8788500,2.92,4.78,7.65,-45.01,4.1,0.06,6.71,30.24,63.51,64.05
2011-12-09,VTI,US/Eastern,64.94,65.25,63.28,64.57,11223900,-0.37,-0.57,0.87,-44.53,1.97,0.03,3.03,27.71,63.69,63.89
2011-12-16,VTI,US/Eastern,63.95,64.3,62.05,62.62,11174100,-1.33,-2.08,-3.02,-46.2,2.25,0.04,3.52,-0.44,63.22,63.68
2011-12-23,VTI,US/Eastern,62.91,64.74,61.76,64.74,10994300,1.83,2.91,3.39,-44.38,2.98,0.05,4.74,-1.61,63.25,63.53
2011-12-30,VTI,US/Eastern,64.64,64.94,63.81,64.3,8029900,-0.34,-0.53,-0.68,-44.76,1.13,0.02,1.75,-26.96,63.17,63.42
2012-01-06,VTI,US/Eastern,65.41,65.72,64.58,65.38,6664100,-0.03,-0.05,1.68,-43.83,1.14,0.02,1.74,-17.01,63.58,63.4
2012-01-13,VTI,US/Eastern,65.53,66.51,65.19,66.15,7412100,0.62,0.95,1.18,-43.17,1.32,0.02,2.01,11.22,64.54,63.41
2012-01-20,VTI,US/Eastern,66.73,67.57,66.17,67.53,9927900,0.8,1.2,2.09,-41.98,1.4,0.02,2.1,33.94,65.04,63.47
2012-01-27,VTI,US/Eastern,67.53,68.6,67.01,67.86,11366600,0.33,0.49,0.49,-41.7,1.59,0.02,2.35,14.49,65.51,63.42
2012-02-03,VTI,US/Eastern,67.22,69.5,66.95,69.48,28297500,2.26,3.36,2.39,-40.31,2.55,0.04,3.79,148.95,66.49,63.41
2012-02-10,VTI,US/Eastern,69.24,69.96,69.03,69.31,9809700,0.07,0.1,-0.24,-40.46,0.93,0.01,1.34,-65.33,67.14,63.45
2012-02-17,VTI,US/Eastern,69.82,70.52,69.28,70.37,9092800,0.55,0.79,1.53,-39.54,1.24,0.02,1.78,-7.31,68.01,63.47
2012-02-24,VTI,US/Eastern,70.58,70.78,69.82,70.61,6075900,0.03,0.04,0.34,-39.34,0.96,0.01,1.36,-33.18,68.76,63.59
2012-03-02,VTI,US/Eastern,70.14,71.19,69.97,70.6,9424400,0.46,0.66,-0.01,-39.35,1.22,0.02,1.74,55.11,69.39,63.89
2012-03-09,VTI,US/Eastern,70.44,71.01,68.97,70.82,9664500,0.38,0.54,0.31,-39.16,2.04,0.03,2.9,2.55,69.86,64.23
2012-03-16,VTI,US/Eastern,70.86,72.54,70.55,72.46,7738400,1.6,2.26,2.32,-37.75,1.99,0.03,2.81,-19.93,70.52,64.72
2012-03-23,VTI,US/Eastern,72.41,72.99,71.44,72.11,8628700,-0.3,-0.41,-0.48,-38.05,1.55,0.02,2.13,11.5,70.9,65.11
2012-03-30,VTI,US/Eastern,72.34,72.94,71.44,72.26,9659300,-0.08,-0.11,0.21,-37.92,1.49,0.02,2.06,11.94,71.32,65.51
2012-04-05,VTI,US/Eastern,72.26,73.06,71.5,71.77,7853000,-0.49,-0.68,-0.68,-38.34,1.56,0.02,2.16,-18.7,71.52,65.92
2012-04-13,VTI,US/Eastern,70.8,71.28,69.57,70.37,12248200,-0.43,-0.61,-1.95,-39.54,1.71,0.02,2.42,55.97,71.48,66.17
2012-04-20,VTI,US/Eastern,70.75,71.56,70.04,70.82,8188300,0.07,0.1,0.64,-39.16,1.52,0.02,2.15,-33.15,71.52,66.6
2012-04-27,VTI,US/Eastern,70.12,72.35,69.71,72.17,8734600,2.05,2.92,1.91,-38.0,2.64,0.04,3.76,6.67,71.71,67.08
2012-05-04,VTI,US/Eastern,72.0,72.79,70.23,70.28,7842400,-1.72,-2.39,-2.62,-39.62,2.56,0.04,3.56,-10.21,71.4,67.46
2012-05-11,VTI,US/Eastern,70.09,70.56,68.99,69.64,9209700,-0.45,-0.64,-0.91,-40.17,1.57,0.02,2.24,17.43,71.04,67.69
2012-05-18,VTI,US/Eastern,69.01,69.32,66.3,66.42,11550300,-2.59,-3.75,-4.62,-42.94,3.02,0.05,4.38,25.41,70.21,67.8
2012-05-25,VTI,US/Eastern,66.62,68.26,66.46,67.76,7743800,1.14,1.71,2.02,-41.79,1.8,0.03,2.7,-32.96,69.64,67.86
2012-06-01,VTI,US/Eastern,68.26,68.69,65.57,65.6,7778100,-2.66,-3.9,-3.19,-43.64,3.12,0.05,4.57,0.44,68.96,67.9
2012-06-08,VTI,US/Eastern,65.64,68.4,64.94,68.09,10615800,2.45,3.73,3.8,-41.5,3.46,0.05,5.27,36.48,68.57,68.0
2012-06-15,VTI,US/Eastern,68.65,68.85,66.97,68.77,9656500,0.12,0.17,1.0,-40.92,1.88,0.03,2.74,-9.04,68.08,68.21
2012-06-22,VTI,US/Eastern,68.55,69.99,67.94,68.55,7967400,0.0,0.0,-0.32,-41.11,2.05,0.03,2.99,-17.49,67.83,68.51
2012-06-29,VTI,US/Eastern,67.48,69.7,66.84,69.7,11256800,2.22,3.29,1.68,-40.12,2.86,0.04,4.24,41.29,67.84,68.7
2012-07-06,VTI,US/Eastern,69.87,70.49,69.14,69.51,6086000,-0.36,-0.52,-0.27,-40.28,1.35,0.02,1.93,-45.93,68.28,68.87
2012-07-13,VTI,US/Eastern,69.4,69.82,67.82,69.47,6913100,0.07,0.1,-0.06,-40.32,2.0,0.03,2.88,13.59,68.53,69.1
2012-07-20,VTI,US/Eastern,69.33,70.63,68.81,69.74,6674400,0.41,0.59,0.39,-40.09,1.82,0.03,2.63,-3.45,69.12,69.26
2012-07-27,VTI,US/Eastern,68.66,70.94,67.9,70.77,6369100,2.11,3.07,1.48,-39.2,3.04,0.04,4.43,-4.57,69.5,69.48
2012-08-03,VTI,US/Eastern,70.71,71.13,69.03,70.96,6676500,0.25,0.35,0.27,-39.04,2.1,0.03,2.97,4.83,69.81,69.66
2012-08-10,VTI,US/Eastern,71.13,71.88,71.08,71.86,5141700,0.73,1.03,1.27,-38.26,0.8,0.01,1.12,-22.99,70.29,69.86
2012-08-17,VTI,US/Eastern,71.73,72.69,71.38,72.63,6020100,0.9,1.25,1.07,-37.6,1.31,0.02,1.83,17.08,70.71,70.03
2012-08-24,VTI,US/Eastern,72.53,73.11,71.6,72.25,8499900,-0.28,-0.39,-0.52,-37.93,1.51,0.02,2.09,41.19,71.1,70.17
2012-08-31,VTI,US/Eastern,72.42,72.52,71.63,72.21,5039900,-0.21,-0.29,-0.06,-37.96,0.89,0.01,1.23,-40.71,71.49,70.26
2012-09-07,VTI,US/Eastern,72.14,73.96,71.62,73.96,5339900,1.82,2.52,2.42,-36.46,2.34,0.03,3.24,5.95,72.09,70.42
2012-09-14,VTI,US/Eastern,73.88,75.91,73.5,75.5,11635600,1.62,2.19,2.08,-35.14,2.41,0.03,3.26,117.9,72.77,70.59
2012-09-21,VTI,US/Eastern,75.37,75.43,74.51,75.04,7712300,-0.33,-0.44,-0.61,-35.53,0.92,0.01,1.22,-33.72,73.35,70.74
2012-09-28,VTI,US/Eastern,74.33,74.79,73.04,73.65,6893800,-0.68,-0.91,-1.85,-36.73,1.75,0.02,2.35,-10.61,73.61,70.84
2012-10-05,VTI,US/Eastern,73.99,75.25,73.55,74.7,8050700,0.71,0.96,1.43,-35.82,1.7,0.02,2.3,16.78,73.9,70.97
2012-10-12,VTI,US/Eastern,74.38,74.53,72.88,73.02,10522000,-1.36,-1.83,-2.25,-37.27,1.65,0.02,2.22,30.7,74.01,70.99
2012-10-19,VTI,US/Eastern,73.17,74.87,72.94,73.29,7453700,0.12,0.16,0.37,-37.04,1.93,0.03,2.64,-29.16,74.17,71.03
2012-10-26,VTI,US/Eastern,73.19,73.42,71.8,72.28,7194300,-0.91,-1.24,-1.38,-37.9,1.62,0.02,2.21,-3.48,73.93,71.03
2012-11-02,VTI,US/Eastern,72.58,73.63,72.0,72.47,4359500,-0.11,-0.15,0.26,-37.74,1.63,0.02,2.25,-39.4,73.49,71.05
2012-11-09,VTI,US/Eastern,72.39,73.51,70.48,70.77,11061800,-1.62,-2.24,-2.35,-39.2,3.03,0.04,4.19,153.74,72.88,71.06
2012-11-16,VTI,US/Eastern,70.99,71.27,68.9,69.75,12661000,-1.24,-1.75,-1.44,-40.08,2.37,0.03,3.34,14.46,72.33,71.03
2012-11-23,VTI,US/Eastern,70.57,72.38,70.54,72.38,6323500,1.81,2.56,3.77,-37.82,1.84,0.03,2.61,-50.06,71.99,71.03
2012-11-30,VTI,US/Eastern,72.06,73.05,71.24,72.88,10098000,0.82,1.14,0.69,-37.39,1.81,0.02,2.51,59.69,71.97,71.12
2012-12-07,VTI,US/Eastern,73.27,73.29,72.04,73.04,8029200,-0.23,-0.31,0.22,-37.25,1.25,0.02,1.71,-20.49,71.94,71.23
2012-12-14,VTI,US/Eastern,72.99,74.14,72.8,72.89,9711500,-0.1,-0.14,-0.21,-37.38,1.34,0.02,1.83,20.95,72.03,71.45
2012-12-21,VTI,US/Eastern,73.12,74.88,72.97,73.43,19413600,0.31,0.42,0.74,-36.92,1.91,0.03,2.61,99.9,72.16,71.64
2012-12-28,VTI,US/Eastern,73.2,73.35,71.94,71.98,10804900,-1.22,-1.67,-1.97,-38.16,1.41,0.02,1.93,-44.34,72.34,71.85
2013-01-04,VTI,US/Eastern,71.88,75.52,71.82,75.43,18544000,3.55,4.94,4.79,-35.2,3.7,0.05,5.15,71.63,73.15,72.1
2013-01-11,VTI,US/Eastern,75.18,75.8,74.7,75.77,7993200,0.59,0.78,0.45,-34.91,1.1,0.01,1.46,-56.9,73.63,72.33
2013-01-18,VTI,US/Eastern,75.75,76.54,75.34,76.5,8774100,0.75,0.99,0.96,-34.28,1.2,0.02,1.58,9.77,74.15,72.59
2013-01-25,VTI,US/Eastern,76.5,77.53,76.33,77.51,14262800,1.01,1.32,1.32,-33.41,1.2,0.02,1.57,62.56,74.79,72.85
2013-02-01,VTI,US/Eastern,77.6,78.11,77.15,78.0,11148900,0.4,0.52,0.63,-32.99,0.96,0.01,1.24,-21.83,75.52,73.14
2013-02-08,VTI,US/Eastern,77.64,78.38,77.13,78.38,12466000,0.74,0.95,0.49,-32.66,1.25,0.02,1.61,11.81,76.22,73.43
2013-02-15,VTI,US/Eastern,78.36,78.83,78.14,78.59,7563700,0.23,0.29,0.27,-32.48,0.69,0.01,0.88,-39.33,77.17,73.73
2013-02-22,VTI,US/Eastern,78.71,79.16,77.25,78.31,8745100,-0.4,-0.51,-0.36,-32.72,1.91,0.02,2.43,15.62,77.58,73.98
2013-03-01,VTI,US/Eastern,78.68,78.81,76.67,78.42,9376800,-0.26,-0.33,0.14,-32.63,2.14,0.03,2.72,7.22,77.96,74.23
2013-03-08,VTI,US/Eastern,78.24,80.36,78.1,80.27,8866300,2.03,2.59,2.36,-31.04,2.26,0.03,2.88,-5.44,78.5,74.51
2013-03-15,VTI,US/Eastern,80.19,80.99,80.09,80.87,7316500,0.68,0.85,0.75,-30.52,0.9,0.01,1.12,-17.48,78.98,74.78
2013-03-22,VTI,US/Eastern,80.14,80.93,79.69,80.29,8048500,0.15,0.19,-0.72,-31.02,1.24,0.02,1.54,10.0,79.3,75.05
2013-03-28,VTI,US/Eastern,80.55,81.02,79.72,80.96,8620500,0.41,0.51,0.83,-30.45,1.3,0.02,1.62,7.11,79.67,75.34
2013-04-05,VTI,US/Eastern,80.95,81.06,79.14,79.96,10695900,-0.99,-1.22,-1.24,-31.31,1.92,0.02,2.37,24.08,79.87,75.54
2013-04-12,VTI,US/Eastern,80.0,82.28,79.73,81.74,7992000,1.74,2.17,2.23,-29.78,2.55,0.03,3.19,-25.28,80.36,75.75
2013-04-19,VTI,US/Eastern,81.45,81.45,78.93,79.98,10159700,-1.47,-1.8,-2.15,-31.29,2.52,0.03,3.09,27.12,80.58,75.92
2013-04-26,VTI,US/Eastern,80.13,82.04,79.55,81.49,6505700,1.36,1.7,1.89,-29.99,2.49,0.03,3.11,-35.97,80.76,76.18
2013-05-03,VTI,US/Eastern,81.71,83.38,81.38,83.04,10018200,1.33,1.63,1.9,-28.66,2.0,0.02,2.45,53.99,81.07,76.46
2013-05-10,VTI,US/Eastern,83.15,84.35,83.1,84.3,8409800,1.15,1.38,1.52,-27.58,1.25,0.01,1.5,-16.05,81.64,76.83
2013-05-17,VTI,US/Eastern,84.19,86.09,83.96,86.08,9015400,1.89,2.24,2.11,-26.05,2.13,0.02,2.53,7.2,82.37,77.26
2013-05-24,VTI,US/Eastern,86.01,87.09,84.32,85.09,10442200,-0.92,-1.07,-1.15,-26.9,2.77,0.03,3.22,15.83,83.1,77.69
2013-05-31,VTI,US/Eastern,86.03,86.42,84.2,84.27,8176800,-1.76,-2.05,-0.96,-27.6,2.22,0.03,2.58,-21.69,83.46,78.08
2013-06-07,VTI,US/Eastern,84.45,84.99,82.53,84.83,13902200,0.38,0.45,0.66,-27.12,2.46,0.03,2.91,70.02,84.16,78.55
2013-06-14,VTI,US/Eastern,85.15,85.16,83.03,84.1,14067800,-1.05,-1.23,-0.86,-27.75,2.13,0.03,2.5,1.19,84.53,79.03
2013-06-21,VTI,US/Eastern,84.67,85.52,81.47,82.36,18121000,-2.31,-2.73,-2.07,-29.24,4.05,0.05,4.78,28.81,84.43,79.36
2013-06-28,VTI,US/Eastern,81.11,83.4,80.19,82.67,15735100,1.56,1.92,0.38,-28.98,3.21,0.04,3.96,-13.17,84.2,79.68
2013-07-05,VTI,US/Eastern,83.29,84.3,82.83,84.28,7494300,0.99,1.19,1.95,-27.59,1.47,0.02,1.76,-52.37,83.94,80.06
2013-07-12,VTI,US/Eastern,84.71,86.83,84.56,86.69,14303800,1.98,2.34,2.86,-25.52,2.27,0.03,2.68,90.86,84.17,80.52
2013-07-19,VTI,US/Eastern,86.91,87.59,86.42,87.53,9401200,0.62,0.71,0.97,-24.8,1.17,0.01,1.34,-34.27,84.64,80.99
2013-07-26,VTI,US/Eastern,87.69,88.0,86.79,87.54,10660700,-0.15,-0.17,0.01,-24.79,1.21,0.01,1.38,13.4,85.02,81.51
2013-08-02,VTI,US/Eastern,87.42,88.62,87.02,88.57,9913600,1.15,1.32,1.18,-23.91,1.6,0.02,1.83,-7.01,85.66,81.95
2013-08-09,VTI,US/Eastern,88.51,88.69,87.29,87.79,9068600,-0.72,-0.81,-0.88,-24.58,1.4,0.02,1.58,-8.52,86.44,82.35
2013-08-16,VTI,US/Eastern,87.39,88.04,85.73,85.88,11425900,-1.51,-1.73,-2.18,-26.22,2.31,0.03,2.64,25.99,86.9,82.66
2013-08-23,VTI,US/Eastern,85.65,86.56,85.12,86.48,10592500,0.83,0.97,0.7,-25.7,1.44,0.02,1.68,-7.29,87.21,82.96
2013-08-30,VTI,US/Eastern,86.59,86.86,84.6,84.77,9335300,-1.82,-2.1,-1.98,-27.17,2.26,0.03,2.61,-11.87,86.94,83.18
2013-09-06,VTI,US/Eastern,85.77,86.64,84.84,86.13,7736800,0.36,0.42,1.6,-26.01,1.8,0.02,2.1,-17.12,86.74,83.44
2013-09-13,VTI,US/Eastern,86.43,88.12,86.42,87.92,9757100,1.49,1.72,2.08,-24.47,1.7,0.02,1.97,26.11,86.79,83.75
2013-09-20,VTI,US/Eastern,88.93,90.23,88.3,89.2,12197100,0.27,0.3,1.46,-23.37,1.93,0.02,2.17,25.01,86.88,84.12
2013-09-27,VTI,US/Eastern,88.51,88.76,87.79,88.06,11094100,-0.45,-0.51,-1.28,-24.35,0.97,0.01,1.1,-9.04,86.92,84.44
2013-10-04,VTI,US/Eastern,87.38,88.48,87.04,88.15,18385300,0.77,0.88,0.1,-24.27,1.44,0.02,1.65,65.72,87.24,84.7
2013-10-11,VTI,US/Eastern,87.45,88.73,85.63,88.7,15986600,1.25,1.43,0.62,-23.8,3.1,0.03,3.54,-13.05,87.56,84.96
2013-10-18,VTI,US/Eastern,88.12,90.98,87.98,90.95,14320800,2.83,3.21,2.54,-21.86,3.0,0.03,3.4,-10.42,88.44,85.32
2013-10-25,VTI,US/Eastern,91.0,91.73,90.63,91.67,12750200,0.67,0.74,0.79,-21.25,1.1,0.01,1.21,-10.97,89.24,85.67
2013-11-01,VTI,US/Eastern,91.65,92.4,91.0,91.51,11223000,-0.14,-0.15,-0.17,-21.38,1.4,0.02,1.53,-11.98,89.75,86.06
2013-11-08,VTI,US/Eastern,91.81,92.24,90.6,91.89,13914100,0.08,0.09,0.42,-21.06,1.64,0.02,1.79,23.98,90.13,86.4
2013-11-15,VTI,US/Eastern,91.79,93.44,91.3,93.44,9230200,1.65,1.8,1.69,-19.73,2.14,0.02,2.33,-33.66,90.9,86.85
2013-11-22,VTI,US/Eastern,93.72,93.75,92.16,93.73,12291400,0.01,0.01,0.31,-19.48,1.59,0.02,1.7,33.17,91.7,87.25
2013-11-29,VTI,US/Eastern,93.96,94.34,93.5,93.86,5490000,-0.1,-0.11,0.14,-19.36,0.84,0.01,0.89,-55.33,92.44,87.61
2013-12-06,VTI,US/Eastern,94.06,94.18,92.48,93.86,11896400,-0.2,-0.21,0.0,-19.36,1.7,0.02,1.81,116.69,92.85,87.93
2013-12-13,VTI,US/Eastern,94.25,94.28,92.18,92.46,15604100,-1.79,-1.9,-1.49,-20.57,2.1,0.02,2.23,31.17,92.96,88.15
2013-12-20,VTI,US/Eastern,92.94,94.53,92.16,94.33,23234200,1.39,1.5,2.02,-18.96,2.37,0.03,2.55,48.9,93.37,88.45
2013-12-27,VTI,US/Eastern,94.84,95.92,94.65,95.54,9768000,0.7,0.74,1.28,-17.92,1.27,0.01,1.34,-57.96,93.89,88.83
2014-01-03,VTI,US/Eastern,95.6,96.0,94.82,95.06,14664700,-0.54,-0.56,-0.5,-18.33,1.18,0.01,1.23,50.13,94.12,89.17
2014-01-10,VTI,US/Eastern,95.5,95.87,94.67,95.84,15913900,0.34,0.36,0.82,-17.66,1.2,0.01,1.26,8.52,94.42,89.56
2014-01-17,VTI,US/Eastern,95.75,96.29,94.39,95.71,15282300,-0.04,-0.04,-0.14,-17.77,1.9,0.02,1.99,-3.97,94.69,90.01
2014-01-24,VTI,US/Eastern,96.36,96.36,93.29,93.32,17916200,-3.04,-3.15,-2.5,-19.83,3.07,0.03,3.19,17.23,94.61,90.36
2014-01-31,VTI,US/Eastern,93.32,93.78,92.18,92.88,28161300,-0.44,-0.47,-0.47,-20.21,1.6,0.02,1.71,57.18,94.67,90.65
2014-02-07,VTI,US/Eastern,92.84,93.61,90.39,93.55,20178400,0.71,0.76,0.72,-19.63,3.22,0.03,3.47,-28.35,94.56,90.88
2014-02-14,VTI,US/Eastern,93.62,96.05,93.26,95.9,15806800,2.28,2.44,2.51,-17.61,2.79,0.03,2.98,-21.66,94.61,91.16
2014-02-21,VTI,US/Eastern,96.06,96.53,95.33,96.1,9936600,0.04,0.04,0.21,-17.44,1.2,0.01,1.25,-37.14,94.76,91.44
2014-02-28,VTI,US/Eastern,96.38,97.86,96.28,97.4,10616300,1.02,1.06,1.35,-16.32,1.58,0.02,1.64,6.84,94.98,91.74
2014-03-07,VTI,US/Eastern,96.57,98.85,96.01,98.38,12100600,1.81,1.87,1.01,-15.48,2.84,0.03,2.94,13.98,95.36,92.09
2014-03-14,VTI,US/Eastern,98.32,98.63,96.42,96.58,14905500,-1.74,-1.77,-1.83,-17.03,2.21,0.02,2.25,23.18,95.83,92.45
2014-03-21,VTI,US/Eastern,97.09,98.69,97.02,97.75,13402300,0.66,0.68,1.21,-16.02,1.68,0.02,1.73,-10.08,96.52,92.82
2014-03-28,VTI,US/Eastern,98.11,98.2,95.69,96.52,13927800,-1.59,-1.62,-1.26,-17.08,2.51,0.03,2.56,3.92,96.95,93.21
2014-04-04,VTI,US/Eastern,97.1,98.85,96.77,96.92,14911900,-0.18,-0.19,0.41,-16.74,2.08,0.02,2.14,7.07,97.09,93.57
2014-04-11,VTI,US/Eastern,96.6,97.35,94.1,94.25,17682800,-2.35,-2.43,-2.75,-19.03,3.25,0.03,3.36,18.58,96.83,93.78
2014-04-17,VTI,US/Eastern,95.02,96.97,94.03,96.73,13327600,1.71,1.8,2.63,-16.9,2.94,0.03,3.09,-24.63,96.73,94.03
2014-04-25,VTI,US/Eastern,96.78,97.9,96.34,96.55,10682900,-0.23,-0.24,-0.19,-17.05,1.56,0.02,1.62,-19.84,96.47,94.32
2014-05-02,VTI,US/Eastern,96.9,98.03,95.65,97.48,9996600,0.58,0.6,0.96,-16.25,2.38,0.02,2.46,-6.42,96.6,94.63
2014-05-09,VTI,US/Eastern,97.0,97.8,96.16,97.17,7781400,0.17,0.18,-0.32,-16.52,1.64,0.02,1.69,-22.16,96.52,94.91
2014-05-16,VTI,US/Eastern,97.61,98.57,96.21,97.18,8060500,-0.43,-0.44,0.01,-16.51,2.36,0.02,2.42,3.59,96.61,95.12
2014-05-23,VTI,US/Eastern,96.94,98.51,96.62,98.49,6489200,1.55,1.6,1.35,-15.39,1.89,0.02,1.95,-19.49,96.84,95.35
2014-05-30,VTI,US/Eastern,98.83,99.68,98.78,99.58,5606500,0.75,0.76,1.11,-14.45,0.9,0.01,0.91,-13.6,97.6,95.62
2014-06-06,VTI,US/Eastern,99.8,101.25,99.16,101.2,9185500,1.4,1.4,1.63,-13.06,2.09,0.02,2.09,63.84,98.24,95.93
2014-06-13,VTI,US/Eastern,101.2,101.67,100.06,100.62,9618700,-0.58,-0.57,-0.57,-13.56,1.61,0.02,1.59,4.72,98.82,96.16
2014-06-20,VTI,US/Eastern,100.45,102.2,100.31,102.17,9277400,1.72,1.71,1.54,-12.23,1.89,0.02,1.88,-3.55,99.49,96.45
2014-06-27,VTI,US/Eastern,102.19,102.25,100.76,101.73,7103900,-0.46,-0.45,-0.43,-12.6,1.49,0.01,1.46,-23.43,100.14,96.71
2014-07-03,VTI,US/Eastern,101.55,103.0,101.55,102.98,5910700,1.43,1.41,1.23,-11.53,1.45,0.01,1.43,-16.8,100.97,97.01
2014-07-11,VTI,US/Eastern,102.8,102.81,100.87,101.74,9012000,-1.06,-1.03,-1.2,-12.59,1.94,0.02,1.89,52.47,101.43,97.32
2014-07-18,VTI,US/Eastern,102.3,102.5,100.91,102.14,8561200,-0.16,-0.16,0.39,-12.25,1.59,0.02,1.56,-5.0,101.8,97.58
2014-07-25,VTI,US/Eastern,101.83,102.92,101.45,102.14,5435200,0.31,0.3,0.0,-12.25,1.47,0.01,1.44,-36.51,101.93,97.8
2014-08-01,VTI,US/Eastern,102.18,102.48,98.96,99.49,11929000,-2.69,-2.63,-2.59,-14.53,3.52,0.04,3.44,119.48,101.77,97.95
2014-08-08,VTI,US/Eastern,99.74,100.38,98.56,99.93,12818700,0.19,0.19,0.44,-14.15,1.82,0.02,1.82,7.46,101.45,98.09
2014-08-15,VTI,US/Eastern,100.32,101.74,99.77,101.27,10175100,0.95,0.95,1.34,-13.0,1.97,0.02,1.96,-20.62,101.38,98.27
2014-08-22,VTI,US/Eastern,101.86,103.31,101.73,103.01,10882900,1.15,1.13,1.72,-11.5,1.58,0.02,1.55,6.96,101.39,98.59
2014-08-29,VTI,US/Eastern,104.39,104.44,103.19,103.88,7002300,-0.51,-0.49,0.84,-10.76,1.25,0.01,1.2,-35.66,101.69,98.96
